word,attr,score
comatose,a,-0.25
innocent,a,0.046441671855677616
insensible,a,-0.31984962406015044
ko'd,a,-0.125
knocked_out,a,-0.125
kayoed,a,-0.125
semicomatose,a,-0.125
subconscious,a,-0.25
consecrated,a,0.08333333333333333
consecrate,a,0.125
ordained,a,0.08333333333333333
votive,a,0.125
desecrated,a,-0.375
deconsecrated,a,0.125
violated,a,0.0
profaned,a,0.0
priestly,a,0.0
priestlike,a,0.0
unpriestly,a,-0.125
blimpish,a,0.125
buttoned-up,a,-0.3333333333333333
unprogressive,a,0.125
standpat,a,0.125
nonprogressive,a,0.125
fusty,a,-0.5
traditionalist,a,0.125
hidebound,a,0.125
ultraconservative,a,-0.5
civil-libertarian,a,0.375
liberalistic,a,0.0
neoliberal,a,0.375
reformist,a,0.0
reform-minded,a,0.0
socialized,a,0.0
socialised,a,0.0
welfarist,a,0.0
welfare-statist,a,0.0
consonant,a,0.08333333333333333
conformable,a,0.30000000000000004
pursuant,a,0.125
reconciled,a,0.375
self-consistent,a,0.125
self-contradictory,a,0.4166666666666667
conflicting,a,0.125
at_odds,a,0.5
uneven,a,-0.01613526827507359
spotty,a,0.25
unconformable,a,0.0
unreconciled,a,-0.375
conspicuous,a,0.625
eye-catching,a,-0.125
prominent,a,0.4166666666666667
gross,a,-0.4830261751691281
flagrant,a,-0.875
egregious,a,-0.875
crying,a,-0.6666666666666666
in_evidence,a,0.0
marked,a,0.2272727272727273
striking,a,0.25
spectacular,a,0.2181818181818182
salient,a,0.05113636363636364
outstanding,a,0.5446153846153847
invisible,a,-0.5
inconspicuous,a,-0.375
unnoticeable,a,-0.6681818181818182
discernible,a,0.5454545454545455
discernable,a,0.75
indiscernible,a,-0.16666666666666666
distinguishable,a,0.5
differentiable,a,0.5
discriminable,a,0.625
undistinguishable,a,-0.5
indistinguishable,a,-0.5833333333333334
constant,a,0.6136363636363636
unswerving,a,0.16666666666666666
steadfast,a,0.5
staunch,a,0.5
unflagging,a,0.5833333333333334
unfailing,a,-0.1636363636363636
inconstant,a,0.125
untrue,a,-0.8465934065934068
false,a,-0.30325171977122223
constructive,a,0.625
creative,a,0.25
shaping,a,0.5
plastic,a,0.20454545454545456
formative,a,0.6666666666666666
inferential,a,0.30284205621990995
rehabilitative,a,0.3333333333333333
reconstructive,a,0.75
structural,a,0.0
destructive,a,-0.625
withering,a,0.25
devastating,a,0.08181818181818183
annihilative,a,0.375
annihilating,a,0.25
ruinous,a,-1.0
blasting,a,-0.5416666666666666
cataclysmic,a,-0.875
cataclysmal,a,-0.875
vitriolic,a,-0.08333333333333333
mordant,a,-0.16666666666666666
erosive,a,0.08333333333333333
corrosive,a,0.20833333333333334
caustic,a,-0.08333333333333333
crushing,a,-0.75
damaging,a,-1.0
iconoclastic,a,0.16666666666666666
ravaging,a,-0.75
soul-destroying,a,-0.375
wasteful,a,-0.2215909090909091
contented,a,0.0
content,a,0.0
self-satisfied,a,-0.25
self-complacent,a,-0.125
complacent,a,-0.125
satisfied,a,0.25
smug,a,-0.25
discontented,a,-0.625
discontent,a,-0.625
rebellious,a,-0.5454545454545455
malcontent,a,-0.625
ill-affected,a,-0.625
disaffected,a,-0.625
dissatisfied,a,-0.5
disgruntled,a,-0.5
unsatisfied,a,-0.9166666666666666
ungratified,a,-0.875
restless,a,-0.4545454545454546
contestable,a,0.625
challengeable,a,0.5
disputable,a,0.3333333333333333
debatable,a,0.3272727272727273
shakeable,a,0.625
shakable,a,0.625
incontestible,a,-0.625
incontestable,a,-0.5416666666666666
incontrovertible,a,-0.4166666666666667
demonstrable,a,0.375
demonstrated,a,0.125
unarguable,a,0.25
inarguable,a,0.25
watertight,a,-0.8333333333333334
unshakable,a,-0.16666666666666666
unassailable,a,-0.5045454545454546
unanswerable,a,-0.5
incontinent,a,-0.5
continual,a,0.0
repetitive,a,-0.08333333333333333
insistent,a,-0.041666666666666664
running,a,0.006453174155037511
repeated,a,0.0
recurrent,a,0.0
perennial,a,0.034090909090909095
unrelenting,a,-0.5318181818181819
relentless,a,-0.5833333333333334
persistent,a,-0.0790909090909091
revenant,a,0.0
recurring,a,0.0
sporadic,a,-0.625
spasmodic,a,-0.5833333333333334
intermittent,a,0.0
periodic,a,0.0
occasional,a,0.0
unpredictable,a,-0.5863636363636365
irregular,a,-0.1458737926289987
stray,a,-0.6666666666666666
continuous,a,-0.16666666666666666
round-the-clock,a,0.0
nonstop,a,0.0
day-and-night,a,0.0
around-the-clock,a,0.0
unremitting,a,0.0
unceasing,a,0.16666666666666666
perpetual,a,0.16666666666666666
never-ending,a,0.0
incessant,a,0.0
ceaseless,a,0.0
persisting,a,-0.25
dogging,a,-0.25
endless,a,0.1153846153846154
sustained,a,-0.25
free_burning,a,0.0
noncontinuous,a,-0.375
discontinuous,a,-0.25
disrupted,a,-0.125
continued,a,-0.375
continuing,a,0.0
discontinued,a,0.0
out_of_print,a,-0.5
controlled,a,0.375
contained,a,0.0
disciplined,a,0.08333333333333333
dominated,a,-0.16666666666666666
harnessed,a,0.0
possessed,a,0.16666666666666666
price-controlled,a,0.0
regimented,a,0.375
uncontrolled,a,-0.5
lawless,a,-0.34090909090909094
anarchical,a,-0.5
anarchic,a,-0.5
errant,a,-0.16666666666666666
uncontrollable,a,-0.9342857142857145
irrepressible,a,-0.5
masterless,a,-0.375
lordless,a,-0.375
runaway,a,0.0
ungoverned,a,-0.5833333333333334
undisciplined,a,-0.7090909090909091
controversial,a,0.5
moot,a,-0.3333333333333333
arguable,a,0.4166666666666667
contentious,a,0.5
disputed,a,-0.125
polemical,a,-0.125
polemic,a,-0.125
uncontroversial,a,-0.5
noncontroversial,a,-0.5
unchallengeable,a,-0.75
unquestioned,a,-0.375
undisputed,a,-0.375
unchallenged,a,-0.375
stipulatory,a,0.0
agreed_upon,a,0.0
argumentative,a,0.125
quarrelsome,a,0.0
litigious,a,0.25
disputative,a,0.375
disputatious,a,0.375
eristical,a,0.375
eristic,a,0.375
unargumentative,a,-0.75
noncontentious,a,-0.75
inconvenient,a,-0.6666666666666666
conventional,a,0.0545728303122608
received,a,0.4166666666666667
formulaic,a,-0.125
stuffy,a,-0.3954545454545455
stodgy,a,-0.6000000000000001
unconventional,a,-0.4772727272727273
bohemian,a,-0.08333333333333333
go-as-you-please,a,-0.625
unorthodox,a,0.16666666666666666
maverick,a,0.375
buttoned-down,a,-0.375
square,a,-0.07376230336118082
unimaginative,a,-0.375
stereotypical,a,-0.375
stereotypic,a,-0.375
stereotyped,a,-0.375
white-bread,a,0.0
outre,a,-0.25
outlandish,a,-0.25
off-the-wall,a,-0.25
gonzo,a,-0.25
freaky,a,-0.3333333333333333
freakish,a,0.13636363636363633
flaky,a,-0.054545454545454564
flakey,a,-0.054545454545454564
bizarre,a,-0.25
rakish,a,0.4166666666666667
raffish,a,0.4166666666666667
devil-may-care,a,0.5833333333333334
way-out,a,-0.5
quirky,a,-0.5
offbeat,a,-0.5
kinky,a,0.013636363636363589
far-out,a,-0.5
spacy,a,0.0
spacey,a,0.0
conformist,a,-0.375
unconformist,a,-0.75
nonconformist,a,-0.75
atomic,a,0.0
thermonuclear,a,0.0
traditional,a,0.0
tralatitious,a,0.0
handed-down,a,0.0
traditionalistic,a,0.25
untraditional,a,-0.875
nontraditional,a,-0.875
convergent,a,0.0
merging,a,0.0
confluent,a,0.0
focussed,a,0.25
diverging,a,-0.125
divergent,a,-0.16666666666666666
branching,a,0.0
radiating,a,0.0
branchy,a,0.0
treelike,a,0.0
tree-shaped,a,0.0
dendroidal,a,0.0
dendroid,a,0.0
dendriform,a,0.0
arboriform,a,0.0
arboresque,a,0.0
arborescent,a,0.0
ramous,a,0.0
ramose,a,0.0
ramate,a,0.0
branched,a,0.0
bushy,a,-0.16666666666666666
long-branched,a,0.0
maplelike,a,-0.25
maple-like,a,-0.25
mop-headed,a,0.0
stiff-branched,a,0.0
thick-branched,a,0.0
well-branched,a,0.0
branchless,a,0.0
palmlike,a,0.0
unbranching,a,0.0
unbranched,a,0.0
convincing,a,0.0
credible,a,0.5965909090909091
disillusioning,a,-0.375
disenchanting,a,-0.375
unconvincing,a,-0.5
flimsy,a,-0.5318181818181819
unpersuasive,a,-0.75
cooked,a,0.0
au_gratin,a,-0.25
baked,a,-0.16666666666666666
grilled,a,0.08333333333333333
barbecued,a,0.125
batter-fried,a,-0.25
stewed,a,-0.5
poached,a,-0.5
boiled,a,-0.5
braised,a,0.0
broiled,a,0.0
burnt,a,-0.32386363636363646
burned,a,-0.6136363636363636
candy-like,a,-0.25
done,a,0.0
fried,a,0.0
deep-fried,a,0.0
hard-baked,a,-0.5
hard-boiled,a,-0.20454545454545456
lyonnaise,a,0.0
medium,a,-0.16666666666666666
overdone,a,0.08333333333333333
pancake-style,a,-0.125
parched,a,-0.16666666666666666
rare-roasted,a,0.0
ready-cooked,a,0.125
roasted,a,0.0
roast,a,0.0
sauteed,a,0.0
saute,a,0.0
seared,a,0.0
soft-boiled,a,-0.5833333333333334
souffle-like,a,-0.25
steamed,a,-0.20833333333333334
sunny-side_up,a,0.0
toasted,a,0.0
wafer-like,a,0.0
well-done,a,0.0
underdone,a,0.125
half-baked,a,0.25
uncooked,a,-0.125
untoasted,a,-0.75
collaborative,a,0.125
synergistic,a,0.10227272727272728
synergetic,a,0.25
corrupt,a,-0.1582105263157895
vitiated,a,-0.75
debased,a,-0.5181818181818183
corrupted,a,-0.6666666666666666
venal,a,0.625
dishonest,a,-0.16666666666666666
corruptible,a,0.625
bribable,a,0.625
reprobate,a,-0.875
perverted,a,-0.19090909090909103
perverse,a,-0.8590909090909092
depraved,a,-0.875
pretorian,a,0.0
praetorian,a,0.0
putrid,a,-0.37090909090909097
sold-out,a,0.041666666666666664
incorrupt,a,0.5
incorruptible,a,-0.5
uncorrupted,a,-0.640909090909091
unspoiled,a,-0.4166666666666667
interactive,a,0.08333333333333333
antacid,a,-0.375
antiphlogistic,a,-0.75
considerable,a,0.0
appreciable,a,0.0
tidy,a,0.35795454545454547
sizeable,a,0.0
sizable,a,0.0
respectable,a,0.6000000000000001
hefty,a,0.06818181818181819
healthy,a,0.30973494162520093
goodly,a,0.0
goodish,a,0.5
right_smart,a,0.0
substantial,a,0.05968050735910016
significant,a,0.11428571428571428
inconsiderable,a,0.125
material,a,0.07741027445460942
unsubstantial,a,-0.125
unreal,a,-0.28443609022556393
insubstantial,a,-0.125
ethereal,a,0.04294736842105264
airy,a,-0.20637362637362644
aery,a,-0.125
aeriform,a,-0.08333333333333333
aerial,a,-0.08333333333333333
wraithlike,a,-0.125
stringy,a,-0.12000000000000002
physical,a,-0.010929309266357054
nonmaterial,a,-0.5
immaterial,a,-0.40627762316312005
nonphysical,a,-0.5
intangible,a,-0.8538461538461541
bodied,a,0.0
incarnate,a,0.0
lithe-bodied,a,-0.25
long-bodied,a,0.0
narrow-bodied,a,-0.25
oval-bodied,a,-0.25
short-bodied,a,0.0
silvery-bodied,a,-0.25
silver-bodied,a,-0.25
thin-bodied,a,-0.25
slim-bodied,a,-0.25
slender-bodied,a,-0.25
smooth-bodied,a,-0.25
thick-bodied,a,-0.25
unbodied,a,-0.4166666666666667
bodyless,a,-0.5
bodiless,a,-0.8333333333333334
formless,a,-0.5
brainwashed,a,0.125
unbrainwashed,a,-0.625
corporeal,a,0.0
bodily,a,0.0
embodied,a,0.0
corporate,a,-0.07384615384615387
corporal,a,0.0
reincarnate,a,0.125
incorporeal,a,-0.5
unembodied,a,-0.75
disembodied,a,-0.75
discorporate,a,-0.75
spiritual,a,0.057518796992481205
correct,a,0.3502857142857143
precise,a,0.5833333333333334
exact,a,0.08333333333333333
word-perfect,a,0.625
letter-perfect,a,0.625
erroneous,a,-0.75
fallacious,a,-0.8863636363636366
mistaken,a,-0.5
right-minded,a,0.625
wrongheaded,a,-0.5
corrected,a,-0.625
aplanatic,a,0.5
apochromatic,a,0.125
rectified,a,0.0
uncorrected,a,-0.7083333333333334
unremedied,a,-0.75
corrigible,a,0.5
correctable,a,0.6666666666666666
amendable,a,0.5
improvable,a,-0.25
reformable,a,-0.375
redeemable,a,-0.2454545454545455
incorrigible,a,-0.5
unregenerate,a,-0.9545454545454547
unreformable,a,-0.9166666666666666
unmanageable,a,-0.6969230769230771
uncorrectable,a,-0.75
travelled,a,0.0
traveled,a,0.0
provincial,a,0.0
unsophisticated,a,-0.21818181818181817
rustic,a,0.08181818181818183
hick,a,0.125
bumpkinly,a,0.125
corn-fed,a,0.5
parochial,a,0.25
insular,a,0.20454545454545459
poky,a,-0.08333333333333333
pokey,a,-0.08333333333333333
one-horse,a,-0.125
jerkwater,a,-0.125
stay-at-home,a,-0.625
costive,a,-0.375
laxative,a,-0.375
aperient,a,-0.625
purgative,a,-0.25
evacuant,a,-0.25
cathartic,a,-3.0278809762504273e-17
constipated,a,-0.75
unconstipated,a,-0.5
diarrhoetic,a,0.0
diarrhoeic,a,0.0
diarrhoeal,a,0.0
diarrhetic,a,0.0
diarrheic,a,0.0
diarrheal,a,0.0
lax,a,-0.21978947368421053
considerate,a,0.25
thoughtful,a,0.36127329097576866
inconsiderate,a,-0.25
uncaring,a,-0.16666666666666666
thoughtless,a,0.08333333333333333
courteous,a,1.0833333333333333
knightly,a,0.0
chivalrous,a,0.0
discourteous,a,0.2916666666666667
abrupt,a,0.027692307692307704
short,a,-0.08153320919086574
brusque,a,-0.125
brusk,a,-0.125
ungallant,a,-0.5
unchivalrous,a,-0.5
caddish,a,-0.5
unceremonious,a,-0.4166666666666667
polite,a,0.4090909090909091
well-mannered,a,1.0
mannerly,a,0.75
nice,a,0.6481924720837617
impolite,a,0.375
bratty,a,-0.125
brattish,a,-0.125
unmannerly,a,-0.625
rude,a,-0.05911472288266542
ill-mannered,a,-0.625
bad-mannered,a,-0.625
ungracious,a,0.5833333333333334
unparliamentary,a,-0.334
uncivil,a,0.875
sidereal,a,0.0
originative,a,0.0
fanciful,a,0.03409090909090912
fictive,a,0.4166666666666667
inventive,a,0.375
imaginative,a,0.375
yeasty,a,0.25909090909090915
uncreative,a,-0.5
uninventive,a,-0.625
uninspired,a,-0.5
sterile,a,-0.34090909090909094
believable,a,0.625
likely,a,0.02171428571428571
presumptive,a,0.4166666666666667
unbelievable,a,-0.16666666666666666
incredible,a,0.0
dumfounding,a,-0.25
dumbfounding,a,-0.25
astounding,a,0.0
fabulous,a,0.23863636363636365
tall,a,-0.017142857142857192
marvelous,a,0.35454545454545455
marvellous,a,0.3681818181818182
improbable,a,-0.4431818181818182
unimagined,a,-0.5
undreamt_of,a,-0.5
undreamt,a,-0.5
undreamed_of,a,-0.5
undreamed,a,-0.5
credulous,a,0.3333333333333333
overcredulous,a,-0.75
incredulous,a,-0.75
unbelieving,a,-0.23181818181818184
skeptical,a,-0.08333333333333333
sceptical,a,0.0
disbelieving,a,-0.25
critical,a,0.015006419965097648
faultfinding,a,-0.4166666666666667
captious,a,-0.5
censorious,a,-0.875
deprecative,a,-0.8333333333333334
overcritical,a,-0.625
hypercritical,a,-0.625
searing,a,0.25
vituperative,a,-0.625
scathing,a,-0.625
uncritical,a,-0.5
judgmental,a,0.5
nonjudgmental,a,-0.125
evaluative,a,0.5
appraising,a,0.5
judicial,a,0.1515789473684211
discriminative,a,0.8333333333333334
noncritical,a,-0.4363636363636364
severe,a,-0.5013625779457885
serious,a,-0.16893424036281185
life-threatening,a,-0.625
grievous,a,-0.4098947368421054
grave,a,-0.4636363636363637
dangerous,a,-0.9166666666666666
noncrucial,a,-0.16666666666666666
acritical,a,-0.25
supercritical,a,0.0
crossed,a,0.0
crosstown,a,0.0
cross-town,a,0.0
intersecting,a,0.0
intersectant,a,0.0
decussate,a,0.0
uncrossed,a,-0.16666666666666666
cross-eyed,a,0.0
boss-eyed,a,0.0
walleyed,a,0.0
crowned,a,0.0
capped,a,0.0
chapleted,a,0.0
high-crowned,a,0.25
royal,a,0.1001490624451176
uncrowned,a,-0.4166666666666667
crownless,a,-0.125
quasi-royal,a,-0.625
uncapped,a,0.0
important,a,0.21358373102145298
crucial,a,0.2897727272727273
decisive,a,0.1282105263157895
life-or-death,a,0.625
life-and-death,a,0.625
pivotal,a,0.5
crystallised,a,0.125
three-dimensional,a,0.0
cubic,a,0.0
blocky,a,0.125
blockish,a,0.125
boxy,a,-0.125
boxlike,a,-0.125
box-shaped,a,-0.125
brick-shaped,a,0.0
cuboidal,a,0.0
cuboid,a,0.0
cubiform,a,0.0
cubical,a,0.0
cubelike,a,0.0
cube-shaped,a,0.0
one-dimensional,a,-0.08333333333333333
collinear,a,0.0
lineal,a,0.0
linelike,a,0.0
rectilinear,a,-0.125
rectilineal,a,-0.125
two-dimensional,a,-0.20833333333333334
planar,a,0.0
coplanar,a,0.0
platelike,a,-0.375
placoid,a,-0.375
planate,a,0.375
flattened,a,0.375
tabular,a,0.0
unidimensional,a,-0.125
multidimensional,a,-0.125
dimensional,a,0.3333333333333333
2-dimensional,a,-0.625
three-d,a,0.0
third-dimensional,a,0.0
3-dimensional,a,0.0
four-dimensional,a,0.0
4-dimensional,a,0.0
shredded,a,0.125
chopped,a,0.125
cut_up,a,0.0
perforated,a,0.0
punctured,a,0.0
pierced,a,0.0
perforate,a,0.0
severed,a,0.0
cut_off,a,0.0
split,a,0.0
imperforate,a,0.0
unpierced,a,-0.125
cut_out,a,0.125
hewn,a,0.0
hand-hewn,a,0.0
sheared,a,0.0
slashed,a,0.2727272727272728
unsheared,a,-0.3333333333333333
curious,a,-0.09090909090909091
wondering,a,0.5
speculative,a,-0.32727272727272727
questioning,a,0.2215909090909091
inquisitive,a,0.25
snoopy,a,-0.25
prying,a,-0.25
nosy,a,-0.25
nosey,a,-0.25
overcurious,a,0.5
incurious,a,-0.5
uninterested,a,-0.75
uninquisitive,a,-0.5833333333333334
uninquiring,a,-0.5833333333333334
current,a,0.0
underway,a,0.0
afoot,a,0.0
circulating,a,0.0
present-day,a,0.125
contemporary,a,0.045454545454545456
incumbent,a,0.2863636363636364
occurrent,a,0.0
ongoing,a,0.0
on-going,a,0.0
online,a,0.0
on-line,a,0.0
topical,a,0.05113636363636364
up-to-date,a,0.25
up-to-the-minute,a,0.125
latest,a,0.08333333333333333
noncurrent,a,-0.75
obsolete,a,-0.125
disused,a,-0.125
superannuated,a,-0.16666666666666666
outdated,a,-0.75
out-of-date,a,-0.75
obsolescent,a,-0.375
curst,a,-0.25
cursed,a,-0.2916666666666667
maledict,a,-0.25
accurst,a,-0.25
accursed,a,-0.25
infernal,a,-0.09379812944141866
goddamned,a,0.0
goddamn,a,0.0
goddam,a,0.0
deuced,a,0.0
darned,a,0.0
damned,a,-0.125
damn,a,0.0
blessed,a,0.15245841926514195
blasted,a,0.0
blamed,a,0.0
blame,a,0.0
stuck_with,a,0.0
cursed_with,a,0.0
execrable,a,-0.8863636363636364
damnable,a,-0.5
blest,a,0.875
endowed,a,0.5
dowered,a,-0.375
unendowed,a,-0.625
dowerless,a,-0.125
unblessed,a,-0.625
curtained,a,-0.25
draped,a,-0.16666666666666666
uncurtained,a,-0.625
curtainless,a,-0.625
custom-made,a,0.0
custom,a,0.0
tailored,a,0.0
tailor-made,a,0.0
made-to-order,a,0.0
bespoke,a,0.0
custom-built,a,0.0
ready-made,a,-0.13636363636363638
made,a,0.045454545454545456
ready-to-wear,a,0.0
off-the-shelf,a,0.0
off-the-rack,a,0.0
off-the-peg,a,0.0
prefab,a,-0.125
ready-to-eat,a,0.125
handmade,a,0.0
hand-crafted,a,0.0
camp-made,a,0.0
handwoven,a,0.0
hand-loomed,a,0.0
handstitched,a,0.0
handsewn,a,0.0
oversewn,a,0.0
overhand,a,0.0
machine-made,a,0.0
homemade,a,0.0
do-it-yourself,a,0.0
home-baked,a,0.0
home-brewed,a,0.0
home-cured,a,0.0
homespun,a,-0.13636363636363638
factory-made,a,0.0
store-bought,a,0.0
boughten,a,0.0
manufactured,a,0.0
mass-produced,a,0.0
cyclical,a,0.0
cyclic,a,0.20191487344772016
alternating,a,0.0
alternate,a,0.030000000000000006
rotary,a,0.0
orbitual,a,-0.125
circular,a,0.08333333333333333
noncyclical,a,-0.125
noncyclic,a,-0.25
bicyclic,a,0.0
closed-ring,a,0.0
closed-chain,a,0.0
heterocyclic,a,-0.25
isocyclic,a,0.0
homocyclic,a,0.0
open-chain,a,0.0
acyclic,a,0.08333333333333333
aliphatic,a,0.0
whorled,a,0.0
verticillated,a,0.0
verticillate,a,0.0
one-year,a,0.0
annual,a,0.0
two-year,a,0.0
biennial,a,0.0
diurnal,a,0.0
nocturnal,a,0.08333333333333333
damaged,a,-0.5416666666666666
beaten-up,a,-0.75
beat-up,a,-0.75
tumble-down,a,-0.375
tatterdemalion,a,-0.5
ramshackle,a,-0.375
dilapidated,a,-0.375
derelict,a,-0.547912087912088
broken-down,a,-0.5416666666666666
dented,a,0.0
crumpled,a,0.0
bent,a,0.0
busted,a,-0.25
weakened,a,-0.16198022273732063
hurt,a,-0.5
knocked-out,a,-0.875
riddled,a,-0.3333333333333333
storm-beaten,a,-0.75
undamaged,a,0.0
dateable,a,0.125
datable,a,0.125
undatable,a,-0.75
undated,a,-0.75
deaf,a,-0.20833333333333334
deaf-mute,a,-0.25
deaf-and-dumb,a,-0.25
deafened,a,-0.5
hearing-impaired,a,0.125
hard-of-hearing,a,0.125
unhearing,a,-0.625
stone-deaf,a,-0.625
profoundly_deaf,a,-0.625
deaf_as_a_post,a,-0.625
tone-deaf,a,-0.625
hearing,a,0.0
sharp-eared,a,0.375
quick-eared,a,0.375
decent,a,0.517897635244574
indecent,a,0.23181818181818184
vulgar,a,-0.5696703296703298
earthy,a,-0.13037518900866993
hollywood,a,-0.5
indelicate,a,-0.08181818181818183
suggestive,a,0.0
determining,a,0.25
determinative,a,0.25
determinant,a,0.25
deciding,a,0.25
peremptory,a,-0.2454545454545455
indecisive,a,0.06818181818181819
unhesitating,a,0.375
resolute,a,0.6666666666666666
on_the_fence,a,0.25
hesitating,a,-0.625
hesitant,a,-0.625
suspensive,a,-0.16666666666666666
declaratory,a,0.0
declarative,a,0.041666666666666664
asserting,a,0.0
interrogatory,a,0.0
interrogative,a,0.0
declared,a,0.4166666666666667
alleged,a,-0.08333333333333333
proclaimed,a,0.0
announced,a,0.0
asserted,a,0.5
professed,a,0.4636363636363637
avowed,a,0.5
self-proclaimed,a,0.0
undeclared,a,-0.75
decorous,a,0.7083333333333334
in_good_taste,a,0.75
staid,a,0.625
sedate,a,0.4166666666666667
indecorous,a,0.20833333333333334
deductible,a,0.0
allowable,a,0.0
nondeductible,a,-0.625
abyssal,a,0.0
abysmal,a,0.0
deep-water,a,0.125
unplumbed,a,0.375
unfathomed,a,0.375
profound,a,0.4749440634134151
walk-in,a,0.0
shallow,a,-0.09090909090909091
knee-deep,a,0.0
ankle-deep,a,0.0
fordable,a,0.0
neritic,a,0.0
shoaly,a,-0.25
shelvy,a,-0.25
shelfy,a,-0.25
reefy,a,-0.25
wakeless,a,0.0
de_facto,a,0.0
de_jure,a,0.0
defeasible,a,0.5
indefeasible,a,-0.75
unforfeitable,a,-0.625
defeated,a,-0.5
licked,a,0.0
subjugated,a,-0.25
undefeated,a,0.5
victorious,a,0.0
triumphant,a,-0.3333333333333333
unvanquished,a,0.0
unconquered,a,0.0
unbeaten,a,0.0
unbowed,a,-0.3333333333333333
noncompliant,a,-0.125
defiant,a,-0.125
resistive,a,-0.16666666666666666
insubordinate,a,-0.75
recalcitrant,a,-0.75
compliant,a,0.5
amenable,a,0.030631578947368426
lamblike,a,0.25
nonresistant,a,-0.6666666666666666
defined,a,0.4583333333333333
undefined,a,-0.125
undefinable,a,-0.125
indefinable,a,-0.08333333333333333
well-defined,a,0.5833333333333334
ill-defined,a,0.25
derived,a,0.25
derivable,a,0.625
derivative,a,-0.375
plagiarized,a,-0.25
plagiaristic,a,-0.25
plagiarised,a,-0.25
underived,a,0.125
original,a,-0.1553684210526316
primary,a,0.0014030430076279
inflected,a,0.16666666666666666
modulated,a,0.4166666666666667
decided,a,0.5
unfixed,a,-0.3333333333333333
nebulous,a,-0.05113636363636364
noncommittal,a,0.0
dehiscent,a,0.0
indehiscent,a,-0.5
dejected,a,-0.625
amort,a,0.375
deflated,a,-0.125
crestfallen,a,-0.125
chopfallen,a,-0.125
chapfallen,a,-0.125
low-spirited,a,-0.875
low,a,-0.06510201663321052
downhearted,a,-0.875
downcast,a,-0.5833333333333334
down_in_the_mouth,a,-0.875
down,a,-3.4234315934435493
dispirited,a,-1.0833333333333333
depressed,a,-0.5284090909090909
glum,a,-0.5416666666666666
lonesome,a,-0.16666666666666666
lonely,a,-0.18923076923076926
elated,a,0.2916666666666667
triumphal,a,0.0
rejoicing,a,0.0
prideful,a,0.25
jubilant,a,0.041666666666666664
exulting,a,0.0
exultant,a,0.0
gladdened,a,0.75
exhilarated,a,0.75
in_high_spirits,a,0.5
high,a,0.272758089047776
sublime,a,0.3694736842105264
uplifted,a,0.125
delicate,a,0.04987975426887083
dainty,a,0.2771428571428571
gossamer,a,0.25
fragile,a,-0.27272727272727276
light-handed,a,-0.125
overdelicate,a,-0.375
tender,a,0.09217742181140791
rugged,a,-0.022736842105263163
knockabout,a,-0.25
sturdy,a,0.3818181818181819
breakable,a,-0.25
brittle,a,0.05113636363636364
brickly,a,0.0
brickle,a,0.0
friable,a,-0.25
crumbly,a,-0.25
frail,a,-0.7500000000000001
frangible,a,0.375
splintery,a,0.0
unbreakable,a,-0.625
splinterproof,a,-0.25
splinterless,a,-0.25
shatterproof,a,-0.25
demanding,a,-0.375
exigent,a,0.3333333333333333
exacting,a,0.20454545454545464
hard_to_please,a,0.25
hard-to-please,a,0.25
needy,a,-0.6206666666666667
stringent,a,-0.25
rigorous,a,-0.08333333333333333
strict,a,-0.02166646399155292
stern,a,-0.23590909090909098
undemanding,a,-0.25
easygoing,a,-0.6272727272727272
unexacting,a,0.0
imperative,a,0.0
adjuratory,a,0.0
instant,a,-0.05113636363636364
clamant,a,-0.4166666666666667
urgent,a,0.0
pressing,a,0.0
pleading,a,0.0
imploring,a,0.0
beseeching,a,0.0
importunate,a,0.625
mendicant,a,0.0
petitionary,a,0.5
precatory,a,-0.5
precative,a,-0.5
supplicatory,a,0.125
supplicant,a,0.125
suppliant,a,0.125
antiauthoritarian,a,-0.375
egalitarian,a,0.0
classless,a,0.0
parliamentary,a,0.0
participatory,a,0.125
representative,a,0.0
republican,a,0.0
undemocratic,a,-0.625
tyrannical,a,0.0
tyrannic,a,0.0
dictatorial,a,0.040909090909090916
despotic,a,0.13636363636363638
autocratic,a,0.0
authoritarian,a,0.041666666666666664
monarchical,a,0.3333333333333333
monarchic,a,0.0
monarchal,a,0.3333333333333333
totalitarian,a,-0.08333333333333333
arbitrary,a,0.0
whimsical,a,0.0
capricious,a,0.4166666666666667
discretionary,a,-0.041666666666666664
discretional,a,0.0
unarbitrary,a,-0.625
nonarbitrary,a,-0.625
prescribed,a,0.05557894736842107
demonstrative,a,0.4166666666666667
gushy,a,0.125
gushing,a,0.0
effusive,a,-0.08333333333333333
epideictical,a,0.0
epideictic,a,0.0
undemonstrative,a,-0.75
unemotional,a,0.24133333333333337
deniable,a,0.375
disavowable,a,0.0
refutable,a,0.0
questionable,a,0.0
confutative,a,0.0
confutable,a,0.0
undeniable,a,-0.875
undisputable,a,-0.375
irrefutable,a,-0.875
denotive,a,0.0
denotative,a,0.08333333333333333
naming,a,0.5
appellative,a,0.3333333333333333
designative,a,0.0
extensional,a,0.0
referent,a,0.0
referential,a,0.0
connotative,a,0.375
connotative_of,a,0.0
connotational,a,0.0
implicative,a,-0.125
intensional,a,0.0
reliable,a,0.375
dependable,a,0.29178947368421054
tried_and_true,a,0.375
tried,a,0.6666666666666666
time-tested,a,0.375
tested,a,0.6666666666666666
